日期,日期間距,買進匯率,賣出匯率,差距
20130103,15708,0.3306,0.3346,-1.0
20130104,15709,0.3275,0.3315,-1.0
20130107,15712,0.3286,0.3326,-1.0
20130108,15713,0.33,0.334,-1.0
20130109,15714,0.3295,0.3335,-1.0
20130110,15715,0.3263,0.3303,-1.0
20130111,15716,0.3232,0.3272,-1.0
20130114,15719,0.3218,0.3258,-1.0
20130115,15720,0.3242,0.3282,-1.0
20130116,15721,0.3271,0.3311,-1.0
20130117,15722,0.325,0.329,-1.0
20130118,15723,0.3194,0.3234,-1.0
20130121,15726,0.3213,0.3253,-1.0
20130122,15727,0.3236,0.3276,-1.0
20130123,15728,0.3266,0.3306,-1.0
20130124,15729,0.323,0.327,-1.0
20130125,15730,0.32,0.324,-1.0
20130128,15733,0.3236,0.3276,-1.0
20130129,15734,0.3241,0.3281,-1.0
20130130,15735,0.322,0.326,-1.0
20130131,15736,0.3229,0.3269,-1.0
20130201,15737,0.3194,0.3234,-1.0
20130204,15740,0.3165,0.3205,-1.0
20130205,15741,0.3181,0.3221,-1.0
20130206,15742,0.3131,0.3171,-1.0
20130207,15743,0.3138,0.3178,-1.0
20130208,15744,0.3182,0.3222,-1.0
20130218,15754,0.3132,0.3172,-1.0
20130219,15755,0.3148,0.3188,-1.0
20130220,15756,0.3148,0.3188,-1.0
20130221,15757,0.3152,0.3192,-1.0
20130222,15758,0.3155,0.3195,-1.0
20130223,15759,0.315,0.319,-1.0
20130225,15761,0.3135,0.3175,-1.0
20130226,15762,0.3214,0.3254,-1.0
20130227,15763,0.3211,0.3251,-1.0
20130301,15765,0.3178,0.3218,-1.0
20130304,15768,0.3158,0.3198,-1.0
20130305,15769,0.3166,0.3206,-1.0
20130306,15770,0.3155,0.3195,-1.0
20130307,15771,0.3135,0.3175,-1.0
20130308,15772,0.3091,0.3131,-1.0
20130311,15775,0.3071,0.3111,-1.0
20130312,15776,0.3059,0.3099,-1.0
20130313,15777,0.3085,0.3125,-1.0
20130314,15778,0.3067,0.3107,-1.0
20130315,15779,0.3074,0.3114,-1.0
20130318,15782,0.312,0.316,-1.0
20130319,15783,0.3096,0.3136,-1.0
20130320,15784,0.3107,0.3147,-1.0
20130321,15785,0.3087,0.3127,-1.0
20130322,15786,0.3139,0.3179,-1.0
20130325,15789,0.3135,0.3175,-1.0
20130326,15790,0.3147,0.3187,-1.0
20130327,15791,0.3137,0.3177,-1.0
20130328,15792,0.3157,0.3197,-1.0
20130329,15793,0.3152,0.3192,-1.0
20130401,15796,0.3177,0.3217,-1.0
20130402,15797,0.3198,0.3238,-1.0
20130403,15798,0.3179,0.3219,-1.0
20130408,15803,0.3017,0.3057,-1.0
20130409,15804,0.3011,0.3051,-1.0
20130410,15805,0.2996,0.3036,-1.0
20130411,15806,0.2984,0.3024,-1.0
20130412,15807,0.2997,0.3037,-1.0
20130415,15810,0.3027,0.3067,-1.0
20130416,15811,0.3041,0.3081,-1.0
20130417,15812,0.3026,0.3066,-1.0
20130418,15813,0.303,0.307,-1.0
20130419,15814,0.2979,0.3019,-1.0
20130422,15817,0.2968,0.3008,-1.0
20130423,15818,0.3005,0.3045,-1.0
20130424,15819,0.2973,0.3013,-1.0
20130425,15820,0.2974,0.3014,-1.0
20130426,15821,0.2988,0.3028,-1.0
20130429,15824,0.2996,0.3036,-1.0
20130430,15825,0.3,0.304,-1.0
20130502,15827,0.3019,0.3059,-1.0
20130503,15828,0.2986,0.3026,-1.0
20130506,15831,0.2952,0.2992,-1.0
20130507,15832,0.2959,0.2999,-1.0
20130508,15833,0.2954,0.2994,-1.0
20130509,15834,0.2955,0.2995,-1.0
20130510,15835,0.2903,0.2943,-1.0
20130513,15838,0.2915,0.2955,-1.0
20130514,15839,0.2919,0.2959,-1.0
20130515,15840,0.2897,0.2937,-1.0
20130516,15841,0.2905,0.2945,-1.0
20130517,15842,0.2903,0.2943,-1.0
20130520,15845,0.2907,0.2947,-1.0
20130521,15846,0.2885,0.2925,-1.0
20130522,15847,0.2879,0.2919,-1.0
20130523,15848,0.2918,0.2958,-1.0
20130524,15849,0.2923,0.2963,-1.0
20130527,15852,0.2937,0.2977,-1.0
20130528,15853,0.2909,0.2949,-1.0
20130529,15854,0.2927,0.2967,-1.0
20130530,15855,0.2952,0.2992,-1.0
20130531,15856,0.2954,0.2994,-1.0
20130603,15859,0.2968,0.3008,-1.0
20130604,15860,0.296,0.3,-1.0
20130605,15861,0.2966,0.3006,-1.0
20130606,15862,0.2981,0.3021,-1.0
20130607,15863,0.3057,0.3097,-1.0
20130610,15866,0.301,0.305,-1.0
20130611,15867,0.3048,0.3088,-1.0
20130613,15869,0.3154,0.3194,-1.0
20130614,15870,0.312,0.316,-1.0
20130617,15873,0.3124,0.3164,-1.0
20130618,15874,0.3125,0.3165,-1.0
20130619,15875,0.3123,0.3163,-1.0
20130620,15876,0.3037,0.3077,-1.0
20130621,15877,0.3051,0.3091,-1.0
20130624,15880,0.3048,0.3088,-1.0
20130625,15881,0.3071,0.3111,-1.0
20130626,15882,0.3068,0.3108,-1.0
20130627,15883,0.3037,0.3077,-1.0
20130628,15884,0.3016,0.3056,-1.0
20130701,15887,0.2991,0.3031,-1.0
20130702,15888,0.2988,0.3028,-1.0
20130703,15889,0.2982,0.3022,-1.0
20130704,15890,0.2992,0.3032,-1.0
20130705,15891,0.2975,0.3015,-1.0
20130708,15894,0.296,0.3,-1.0
20130709,15895,0.2955,0.2995,-1.0
20130710,15896,0.297,0.301,-1.0
20130711,15897,0.2997,0.3037,-1.0
20130712,15898,0.2995,0.3035,-1.0
20130715,15901,0.2986,0.3026,-1.0
20130716,15902,0.2981,0.3021,-1.0
20130717,15903,0.2977,0.3017,-1.0
20130718,15904,0.2968,0.3008,-1.0
20130719,15905,0.2966,0.3006,-1.0
20130722,15908,0.2973,0.3013,-1.0
20130723,15909,0.2988,0.3028,-1.0
20130724,15910,0.2973,0.3013,-1.0
20130725,15911,0.2972,0.3012,-1.0
20130726,15912,0.3011,0.3051,-1.0
20130729,15915,0.3037,0.3077,-1.0
20130730,15916,0.3032,0.3072,-1.0
20130731,15917,0.305,0.309,-1.0
20130801,15918,0.3023,0.3063,-1.0
20130802,15919,0.2993,0.3033,-1.0
20130805,15922,0.3024,0.3064,-1.0
20130806,15923,0.3025,0.3065,-1.0
20130807,15924,0.3075,0.3115,-1.0
20130808,15925,0.3086,0.3126,-1.0
20130809,15926,0.3077,0.3117,-1.0
20130812,15929,0.3075,0.3115,-1.0
20130813,15930,0.3045,0.3085,-1.0
20130814,15931,0.3033,0.3073,-1.0
20130815,15932,0.3039,0.3079,-1.0
20130816,15933,0.3057,0.3097,-1.0
20130819,15936,0.305,0.309,-1.0
20130820,15937,0.3071,0.3111,-1.0
20130821,15938,0.3063,0.3103,-1.0
20130822,15939,0.3034,0.3074,-1.0
20130823,15940,0.3009,0.3049,-1.0
20130826,15943,0.3022,0.3062,-1.0
20130827,15944,0.3046,0.3086,-1.0
20130828,15945,0.3056,0.3096,-1.0
20130829,15946,0.3033,0.3073,-1.0
20130830,15947,0.3033,0.3073,-1.0
20130902,15950,0.2982,0.3022,-1.0
20130903,15951,0.2975,0.3015,-1.0
20130904,15952,0.2972,0.3012,-1.0
20130905,15953,0.297,0.301,-1.0
20130906,15954,0.2972,0.3012,-1.0
20130909,15957,0.2967,0.3007,-1.0
20130910,15958,0.2946,0.2986,-1.0
20130911,15959,0.2947,0.2987,-1.0
20130912,15960,0.2964,0.3004,-1.0
20130913,15961,0.2964,0.3004,-1.0
20130914,15962,0.2976,0.3016,-1.0
20130916,15964,0.2983,0.3023,-1.0
20130917,15965,0.2972,0.3012,-1.0
20130918,15966,0.2977,0.3017,-1.0
20130923,15971,0.2967,0.3007,-1.0
20130924,15972,0.2963,0.3003,-1.0
20130925,15973,0.298,0.302,-1.0
20130926,15974,0.2971,0.3011,-1.0
20130927,15975,0.2977,0.3017,-1.0
20130930,15978,0.3005,0.3045,-1.0
20131001,15979,0.2997,0.3037,-1.0
20131002,15980,0.3013,0.3053,-1.0
20131003,15981,0.2987,0.3027,-1.0
20131004,15982,0.3004,0.3044,-1.0
20131007,15985,0.302,0.306,-1.0
20131008,15986,0.3009,0.3049,-1.0
20131009,15987,0.3005,0.3045,-1.0
20131011,15989,0.2974,0.3014,-1.0
20131014,15992,0.2974,0.3014,-1.0
20131015,15993,0.2966,0.3006,-1.0
20131016,15994,0.2972,0.3012,-1.0
20131017,15995,0.2982,0.3022,-1.0
20131018,15996,0.2983,0.3023,-1.0
20131021,15999,0.298,0.302,-1.0
20131022,16000,0.2972,0.3012,-1.0
20131023,16001,0.2999,0.3039,-1.0
20131024,16002,0.2999,0.3039,-1.0
20131025,16003,0.301,0.305,-1.0
20131028,16006,0.2995,0.3035,-1.0
20131029,16007,0.2998,0.3038,-1.0
20131030,16008,0.2972,0.3012,-1.0
20131031,16009,0.297,0.301,-1.0
20131101,16010,0.2979,0.3019,-1.0
20131104,16013,0.2964,0.3004,-1.0
20131105,16014,0.2971,0.3011,-1.0
20131106,16015,0.2963,0.3003,-1.0
20131107,16016,0.2963,0.3003,-1.0
20131108,16017,0.2978,0.3018,-1.0
20131111,16020,0.2966,0.3006,-1.0
20131112,16021,0.2947,0.2987,-1.0
20131113,16022,0.2952,0.2992,-1.0
20131114,16023,0.2945,0.2985,-1.0
20131115,16024,0.2932,0.2972,-1.0
20131118,16027,0.2933,0.2973,-1.0
20131119,16028,0.2933,0.2973,-1.0
20131120,16029,0.2932,0.2972,-1.0
20131121,16030,0.2914,0.2954,-1.0
20131122,16031,0.2908,0.2948,-1.0
20131125,16034,0.2889,0.2929,-1.0
20131126,16035,0.2898,0.2938,-1.0
20131127,16036,0.2894,0.2934,-1.0
20131128,16037,0.2878,0.2918,-1.0
20131129,16038,0.2877,0.2917,-1.0
20131202,16041,0.2863,0.2903,-1.0
20131203,16042,0.2854,0.2894,-1.0
20131204,16043,0.2862,0.2902,-1.0
20131205,16044,0.2884,0.2924,-1.0
20131206,16045,0.288,0.292,-1.0
20131209,16048,0.2852,0.2892,-1.0
20131210,16049,0.2845,0.2885,-1.0
20131211,16050,0.2869,0.2909,-1.0
20131212,16051,0.2861,0.2901,-1.0
20131213,16052,0.284,0.288,-1.0
20131216,16055,0.2863,0.2903,-1.0
20131217,16056,0.286,0.29,-1.0
20131218,16057,0.2864,0.2904,-1.0
20131219,16058,0.2851,0.2891,-1.0
20131220,16059,0.2846,0.2886,-1.0
20131223,16062,0.2863,0.2903,-1.0
20131224,16063,0.2859,0.2899,-1.0
20131225,16064,0.2852,0.2892,-1.0
20131226,16065,0.2845,0.2885,-1.0
20131227,16066,0.2843,0.2883,-1.0
20131230,16069,0.2821,0.2861,-1.0
20131231,16070,0.2831,0.2871,-1.0
20140102,16072,0.2821,0.2861,-1.0
20140103,16073,0.285,0.289,-1.0
20140106,16076,0.2859,0.2899,-1.0
20140107,16077,0.2861,0.2901,-1.0
20140108,16078,0.2849,0.2889,-1.0
20140109,16079,0.2851,0.2891,-1.0
20140110,16080,0.2845,0.2885,-1.0
20140113,16083,0.2884,0.2924,-1.0
20140114,16084,0.2886,0.2926,-1.0
20140115,16085,0.2867,0.2907,-1.0
20140116,16086,0.2854,0.2894,-1.0
20140117,16087,0.2867,0.2907,-1.0
20140120,16090,0.2875,0.2915,-1.0
20140121,16091,0.2862,0.2902,-1.0
20140122,16092,0.287,0.291,-1.0
20140123,16093,0.2881,0.2921,-1.0
20140124,16094,0.2915,0.2955,-1.0
20140127,16097,0.2944,0.2984,-1.0
20140128,16098,0.2936,0.2976,-1.0
20140129,16099,0.292,0.296,-1.0
20140205,16106,0.2983,0.3023,-1.0
20140206,16107,0.2966,0.3006,-1.0
20140207,16108,0.2946,0.2986,-1.0
20140210,16111,0.2949,0.2989,-1.0
20140211,16112,0.2947,0.2987,-1.0
20140212,16113,0.2938,0.2978,-1.0
20140213,16114,0.295,0.299,-1.0
20140214,16115,0.2956,0.2996,-1.0
20140217,16118,0.2953,0.2993,-1.0
20140218,16119,0.2935,0.2975,-1.0
20140219,16120,0.2947,0.2987,-1.0
20140220,16121,0.2957,0.2997,-1.0
20140221,16122,0.2937,0.2977,-1.0
20140224,16125,0.2947,0.2987,-1.0
20140225,16126,0.2946,0.2986,-1.0
20140226,16127,0.2941,0.2981,-1.0
20140227,16128,0.2941,0.2981,-1.0
20140303,16132,0.297,0.301,-1.0
20140304,16133,0.2955,0.2995,-1.0
20140305,16134,0.2943,0.2983,-1.0
20140306,16135,0.2927,0.2967,-1.0
20140307,16136,0.2921,0.2961,-1.0
20140310,16139,0.2919,0.2959,-1.0
20140311,16140,0.2913,0.2953,-1.0
20140312,16141,0.2928,0.2968,-1.0
20140313,16142,0.2936,0.2976,-1.0
20140314,16143,0.296,0.3,-1.0
20140317,16146,0.2967,0.3007,-1.0
20140318,16147,0.2964,0.3004,-1.0
20140319,16148,0.2974,0.3014,-1.0
20140320,16149,0.2963,0.3003,-1.0
20140321,16150,0.2978,0.3018,-1.0
20140324,16153,0.2962,0.3002,-1.0
20140325,16154,0.2975,0.3015,-1.0
20140326,16155,0.2966,0.3006,-1.0
20140327,16156,0.297,0.301,-1.0
20140328,16157,0.2966,0.3006,-1.0
20140331,16160,0.294,0.298,-1.0
20140401,16161,0.292,0.296,-1.0
20140402,16162,0.2897,0.2937,-1.0
20140403,16163,0.2894,0.2934,-1.0
20140407,16167,0.2913,0.2953,-1.0
20140408,16168,0.2926,0.2966,-1.0
20140409,16169,0.293,0.297,-1.0
20140410,16170,0.2929,0.2969,-1.0
20140411,16171,0.2941,0.2981,-1.0
20140414,16174,0.295,0.299,-1.0
20140415,16175,0.2943,0.2983,-1.0
20140416,16176,0.2931,0.2971,-1.0
20140417,16177,0.2937,0.2977,-1.0
20140418,16178,0.2928,0.2968,-1.0
20140421,16181,0.2929,0.2969,-1.0
20140422,16182,0.2935,0.2975,-1.0
20140423,16183,0.2934,0.2974,-1.0
20140424,16184,0.2936,0.2976,-1.0
20140425,16185,0.294,0.298,-1.0
20140428,16188,0.294,0.298,-1.0
20140429,16189,0.2923,0.2963,-1.0
20140430,16190,0.2926,0.2966,-1.0
20140502,16192,0.2924,0.2964,-1.0
20140505,16195,0.2929,0.2969,-1.0
20140506,16196,0.2934,0.2974,-1.0
20140507,16197,0.2948,0.2988,-1.0
20140508,16198,0.2938,0.2978,-1.0
20140509,16199,0.2942,0.2982,-1.0
20140512,16202,0.294,0.298,-1.0
20140513,16203,0.2929,0.2969,-1.0
20140514,16204,0.2947,0.2987,-1.0
20140515,16205,0.2937,0.2977,-1.0
20140516,16206,0.295,0.299,-1.0
20140519,16209,0.2953,0.2993,-1.0
20140520,16210,0.2955,0.2995,-1.0
20140521,16211,0.2968,0.3008,-1.0
20140522,16212,0.2947,0.2987,-1.0
20140523,16213,0.294,0.298,-1.0
20140526,16216,0.2933,0.2973,-1.0
20140527,16217,0.294,0.298,-1.0
20140528,16218,0.2935,0.2975,-1.0
20140529,16219,0.2939,0.2979,-1.0
20140530,16220,0.2936,0.2976,-1.0
20140603,16224,0.2913,0.2953,-1.0
20140604,16225,0.2908,0.2948,-1.0
20140605,16226,0.2909,0.2949,-1.0
20140606,16227,0.2921,0.2961,-1.0
20140609,16230,0.2909,0.2949,-1.0
20140610,16231,0.2915,0.2955,-1.0
20140611,16232,0.2913,0.2953,-1.0
20140612,16233,0.2919,0.2959,-1.0
20140613,16234,0.293,0.297,-1.0
20140616,16237,0.2924,0.2964,-1.0
20140617,16238,0.292,0.296,-1.0
20140618,16239,0.2916,0.2956,-1.0
20140619,16240,0.2925,0.2965,-1.0
20140620,16241,0.2924,0.2964,-1.0
20140623,16244,0.2924,0.2964,-1.0
20140624,16245,0.292,0.296,-1.0
20140625,16246,0.2924,0.2964,-1.0
20140626,16247,0.2923,0.2963,-1.0
20140627,16248,0.2929,0.2969,-1.0
20140630,16251,0.2925,0.2965,-1.0
20140701,16252,0.2925,0.2965,-1.0
20140702,16253,0.2922,0.2962,-1.0
20140703,16254,0.2912,0.2952,-1.0
20140704,16255,0.291,0.295,-1.0
20140707,16258,0.2912,0.2952,-1.0
20140708,16259,0.2917,0.2957,-1.0
20140709,16260,0.2921,0.2961,-1.0
20140710,16261,0.2926,0.2966,-1.0
20140711,16262,0.2934,0.2974,-1.0
20140714,16265,0.2931,0.2971,-1.0
20140715,16266,0.2933,0.2973,-1.0
20140716,16267,0.2937,0.2977,-1.0
20140717,16268,0.2939,0.2979,-1.0
20140718,16269,0.2937,0.2977,-1.0
20140721,16272,0.2942,0.2982,-1.0
20140722,16273,0.2935,0.2975,-1.0
20140724,16275,0.2936,0.2976,-1.0
20140725,16276,0.2923,0.2963,-1.0
20140728,16279,0.2924,0.2964,-1.0
20140729,16280,0.2919,0.2959,-1.0
20140730,16281,0.2916,0.2956,-1.0
20140731,16282,0.2896,0.2936,-1.0
20140801,16283,0.2894,0.2934,-1.0
20140804,16286,0.2903,0.2943,-1.0
20140805,16287,0.2903,0.2943,-1.0
20140806,16288,0.2907,0.2947,-1.0
20140807,16289,0.2914,0.2954,-1.0
20140808,16290,0.2936,0.2976,-1.0
20140811,16293,0.292,0.296,-1.0
20140812,16294,0.2914,0.2954,-1.0
20140813,16295,0.291,0.295,-1.0
20140814,16296,0.2908,0.2948,-1.0
20140815,16297,0.2907,0.2947,-1.0
20140818,16300,0.2907,0.2947,-1.0
20140819,16301,0.2904,0.2944,-1.0
20140820,16302,0.2883,0.2923,-1.0
20140821,16303,0.287,0.291,-1.0
20140822,16304,0.287,0.291,-1.0
20140825,16307,0.2859,0.2899,-1.0
20140826,16308,0.2866,0.2906,-1.0
20140827,16309,0.2859,0.2899,-1.0
20140828,16310,0.2861,0.2901,-1.0
20140829,16311,0.286,0.29,-1.0
20140901,16314,0.2849,0.2889,-1.0
20140902,16315,0.2834,0.2874,-1.0
20140903,16316,0.2831,0.2871,-1.0
20140904,16317,0.283,0.287,-1.0
20140905,16318,0.2823,0.2863,-1.0
20140909,16322,0.2798,0.2838,-1.0
20140910,16323,0.2791,0.2831,-1.0
20140911,16324,0.2788,0.2828,-1.0
20140912,16325,0.2779,0.2819,-1.0
20140915,16328,0.2782,0.2822,-1.0
20140916,16329,0.2795,0.2835,-1.0
20140917,16330,0.2788,0.2828,-1.0
20140918,16331,0.2765,0.2805,-1.0
20140919,16332,0.275,0.279,-1.0
20140922,16335,0.2756,0.2796,-1.0
20140923,16336,0.2768,0.2808,-1.0
20140924,16337,0.2765,0.2805,-1.0
20140925,16338,0.2752,0.2792,-1.0
20140926,16339,0.2759,0.2799,-1.0
20140929,16342,0.2762,0.2802,-1.0
20140930,16343,0.2761,0.2801,-1.0
20141001,16344,0.2752,0.2792,-1.0
20141002,16345,0.2775,0.2815,-1.0
20141003,16346,0.2776,0.2816,-1.0
